epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,3544.08,0.7378,1.10865,1.91343,0.99591,0.99077,0.99454,0.95932,0.44757,0.5982,1.61662,0.0053965,0.0053965,0.0053965
95,3585.4,0.73023,1.0955,1.90761,0.99546,0.99051,0.99456,0.95962,0.44483,0.59696,1.61571,0.005347,0.005347,0.005347
96,3627.06,0.73781,1.10638,1.91471,0.99586,0.98978,0.99455,0.95963,0.44227,0.59617,1.61472,0.0052975,0.0052975,0.0052975
97,3668.3,0.72698,1.09246,1.90341,0.9957,0.99089,0.99455,0.96071,0.43862,0.59144,1.6137,0.005248,0.005248,0.005248
98,3710.06,0.73816,1.11136,1.91544,0.99496,0.9919,0.99457,0.96071,0.43692,0.59027,1.61316,0.0051985,0.0051985,0.0051985
99,3751.75,0.72822,1.09585,1.9122,0.99501,0.99201,0.99457,0.96081,0.43475,0.5908,1.61272,0.005149,0.005149,0.005149
100,3793.79,0.72758,1.08806,1.90593,0.99524,0.99179,0.99455,0.96082,0.43359,0.59031,1.61266,0.0050995,0.0050995,0.0050995
101,3835.21,0.72207,1.08816,1.90026,0.99541,0.99172,0.99457,0.96034,0.43313,0.58864,1.61247,0.00505,0.00505,0.00505
102,3876.94,0.72556,1.10006,1.90207,0.99568,0.99158,0.99457,0.9604,0.43204,0.58789,1.61249,0.0050005,0.0050005,0.0050005
103,3918.42,0.71955,1.07354,1.89931,0.99521,0.99179,0.99455,0.96012,0.43154,0.58665,1.61298,0.004951,0.004951,0.004951
104,3959.94,0.71577,1.06877,1.89711,0.9955,0.99191,0.99456,0.96072,0.43056,0.58461,1.61295,0.0049015,0.0049015,0.0049015
105,4001.72,0.72107,1.08282,1.90562,0.99526,0.99212,0.99458,0.96141,0.42872,0.584,1.61232,0.004852,0.004852,0.004852
106,4043.92,0.71816,1.09068,1.90575,0.99545,0.99199,0.99458,0.96095,0.42746,0.58411,1.61176,0.0048025,0.0048025,0.0048025
107,4086.1,0.71456,1.06901,1.90104,0.99557,0.99194,0.99458,0.9625,0.42524,0.5818,1.61077,0.004753,0.004753,0.004753
