epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,3712.63,0.48317,0.95755,1.72044,0.99638,0.9952,0.99478,0.98651,0.28228,0.52431,1.55956,0.00201611,0.00201611,0.00201611
144,3740.85,0.48481,0.96208,1.72329,0.99639,0.9952,0.99478,0.9863,0.28211,0.52394,1.55931,0.00195505,0.00195505,0.00195505
145,3768.8,0.48231,0.95162,1.72032,0.99639,0.9952,0.99478,0.98652,0.28173,0.5233,1.55923,0.00189475,0.00189475,0.00189475
146,3796.59,0.47618,0.93822,1.71412,0.99637,0.99523,0.99478,0.98659,0.28176,0.52412,1.55915,0.00183523,0.00183523,0.00183523
147,3824.55,0.47657,0.93248,1.71365,0.99639,0.99523,0.99478,0.98654,0.28175,0.52465,1.55911,0.00177651,0.00177651,0.00177651
148,3852.68,0.48223,0.94775,1.72107,0.99639,0.9952,0.99479,0.98653,0.28168,0.5234,1.55922,0.00171859,0.00171859,0.00171859
149,3880.77,0.47763,0.93801,1.71816,0.99665,0.99526,0.99478,0.98654,0.28158,0.52463,1.55894,0.00166149,0.00166149,0.00166149
150,3908.56,0.47609,0.93303,1.71608,0.99667,0.99525,0.99478,0.98651,0.28139,0.52267,1.55902,0.00160523,0.00160523,0.00160523
151,3936.49,0.48189,0.93988,1.72163,0.99667,0.99525,0.99479,0.98631,0.28141,0.52254,1.55895,0.00154982,0.00154982,0.00154982
152,3964.6,0.47376,0.92824,1.71449,0.99669,0.99524,0.99479,0.98639,0.2812,0.52298,1.55892,0.00149527,0.00149527,0.00149527
153,3992.48,0.47352,0.93084,1.71599,0.99669,0.99524,0.99479,0.98654,0.2811,0.52373,1.55874,0.00144161,0.00144161,0.00144161
154,4020.46,0.47286,0.92255,1.71583,0.99669,0.99523,0.99479,0.98651,0.28121,0.52456,1.5586,0.00138883,0.00138883,0.00138883
155,4048.56,0.4681,0.90845,1.71069,0.99669,0.99523,0.9948,0.98645,0.28107,0.52335,1.55847,0.00133695,0.00133695,0.00133695
156,4076.58,0.46883,0.90982,1.70692,0.99672,0.99519,0.99479,0.98647,0.28088,0.52484,1.55843,0.00128599,0.00128599,0.00128599
157,4104.47,0.47156,0.9124,1.71524,0.99673,0.99517,0.99479,0.98647,0.28077,0.52416,1.55829,0.00123596,0.00123596,0.00123596
158,4132.35,0.47067,0.92129,1.71548,0.99673,0.99515,0.99479,0.98668,0.28026,0.52292,1.55833,0.00118687,0.00118687,0.00118687
159,4160.14,0.46257,0.89112,1.70837,0.99672,0.99513,0.99479,0.98663,0.28012,0.52313,1.55833,0.00113873,0.00113873,0.00113873
160,4187.92,0.46941,0.90539,1.71233,0.99672,0.99513,0.99479,0.98667,0.2799,0.52473,1.55831,0.00109156,0.00109156,0.00109156
161,4215.81,0.46864,0.90147,1.71441,0.99672,0.99513,0.99479,0.98657,0.27975,0.52447,1.55824,0.00104537,0.00104537,0.00104537
162,4243.73,0.46076,0.89563,1.71401,0.99672,0.99513,0.99479,0.98651,0.27967,0.52508,1.55824,0.00100016,0.00100016,0.00100016
163,4271.6,0.461,0.88858,1.71007,0.99672,0.99513,0.9948,0.98657,0.27954,0.52518,1.55811,0.000955951,0.000955951,0.000955951
164,4299.66,0.47195,0.91216,1.71342,0.99711,0.99509,0.9948,0.98653,0.27931,0.52536,1.558,0.000912754,0.000912754,0.000912754
165,4327.6,0.46011,0.88767,1.71021,0.99711,0.99508,0.9948,0.98674,0.2793,0.52565,1.55789,0.000870577,0.000870577,0.000870577
166,4355.42,0.45878,0.87971,1.70954,0.99711,0.99508,0.9948,0.98679,0.27924,0.52533,1.55785,0.000829431,0.000829431,0.000829431
167,4383.7,0.45834,0.8811,1.7116,0.99711,0.99508,0.9948,0.98672,0.27938,0.52573,1.55783,0.000789327,0.000789327,0.000789327
168,4411.55,0.45949,0.88071,1.70609,0.99711,0.99508,0.9948,0.98669,0.27924,0.52533,1.55787,0.000750274,0.000750274,0.000750274
169,4439.36,0.45954,0.89045,1.71389,0.9971,0.99509,0.9948,0.98675,0.27887,0.52489,1.55777,0.000712282,0.000712282,0.000712282
170,4467.35,0.45691,0.88627,1.71059,0.9971,0.99508,0.9948,0.98694,0.27858,0.52587,1.55773,0.00067536,0.00067536,0.00067536
171,4495.41,0.45738,0.88364,1.71145,0.9971,0.99507,0.9948,0.9869,0.2785,0.52682,1.55755,0.000639518,0.000639518,0.000639518
172,4523.42,0.45233,0.86615,1.70533,0.99709,0.99508,0.9948,0.9869,0.27842,0.52643,1.5575,0.000604763,0.000604763,0.000604763
173,4551.42,0.45502,0.86907,1.70665,0.99709,0.99508,0.9948,0.98686,0.27806,0.52644,1.55729,0.000571106,0.000571106,0.000571106
174,4579.46,0.46417,0.88989,1.71113,0.9971,0.99508,0.9948,0.98682,0.27789,0.52532,1.55714,0.000538554,0.000538554,0.000538554
175,4607.23,0.45532,0.87128,1.71118,0.99748,0.99524,0.99481,0.98699,0.27745,0.52409,1.557,0.000507115,0.000507115,0.000507115
176,4635.41,0.45591,0.87365,1.70604,0.99748,0.99524,0.99481,0.98677,0.27758,0.52577,1.55683,0.000476796,0.000476796,0.000476796
177,4663.28,0.45676,0.8741,1.71179,0.99745,0.99524,0.99481,0.98681,0.27739,0.52573,1.55678,0.000447606,0.000447606,0.000447606
178,4691.28,0.45255,0.86645,1.7041,0.99745,0.99524,0.99481,0.98687,0.2774,0.52534,1.55675,0.000419552,0.000419552,0.000419552
179,4719.23,0.45517,0.86665,1.70645,0.99742,0.99526,0.99481,0.987,0.27719,0.52591,1.55663,0.00039264,0.00039264,0.00039264
